"","SNP Name","Position (cM)","Mean LOD","Mean P Value","Variance LOD","Variance P Value","Joint LOD","Joint P Value","Mean Est Intercept","Mean SE Intercept","Var Est Intercept","Var SE Intercept","Mean Est QTL","Mean SE QTL","Var Est QTL","Var SE QTL","Mean Est Low Water","Mean Est Low Nitrogen","Mean Est Pathogen","Mean Est Low_W_N","Mean SE Low Water","Mean SE Low Nitrogen","Mean SE Pathogen","Mean SE Low_W_N","A Mean Est","A Mean Lower Bound","A Mean Upper Bound","A Standard Deviation Est","A Standard Deviation Lower Bound","A Standard Deviation Upper Bound","B Mean Est","B Mean Lower Bound","B Mean Upper Bound","B Standard Deviation Est","B Standard Deviation Lower Bound","B Standard Deviation Upper Bound"
"205","umc2025",415.38,36.1126194120532,1.86236879884365e-09,25.7655855392474,3.85501331756734e-07,63.893527309278,1.33566279897125e-14,72.1767818292228,0.353573898763186,4.90322719222826,0.0648039993110409,-1.89214899158812,0.145042977326378,-0.195812530837524,-0.195812530837524,4.10277695411152,-16.2702189056437,-1.71097589086283,1.15949293734852,0.352473788250058,0.422940480198296,0.262629533034204,0.5410422539173,61.7685575364668,61.7685575364668,61.7685575364668,61.7685575364668,61.7685575364668,61.7685575364668,61.7685575364668,61.7685575364668,61.7685575364668,61.7685575364668,61.7685575364668,61.7685575364668
"206","mmp39",423.58,15.8028468481382,7.02966582891198e-05,11.9379104624284,0.000550031343972004,28.3635295809836,6.93326512649856e-07,71.2233367680214,0.347426407728468,4.83289477415299,0.0690636207111774,-1.21484380748849,0.141801238025081,-0.13128077120409,-0.13128077120409,4.16981679627349,-16.2043407078057,-1.69594492715037,1.22790220499585,0.357443216551529,0.425964832961574,0.267416905648682,0.548999749044038,62.5543649543019,62.5543649543019,62.5543649543019,62.5543649543019,62.5543649543019,62.5543649543019,62.5543649543019,62.5543649543019,62.5543649543019,62.5543649543019,62.5543649543019,62.5543649543019
"207","umc1515",428.98,9.2616372302391,0.00234003738644889,6.20002392074794,0.01277485863051,15.8355798062701,0.000364206369016202,70.9109252654058,0.349310721524309,4.7958351121435,0.0674564507986646,-0.924662995841392,0.141066892663989,-0.0947312363512383,-0.0947312363512383,4.19560960998957,-16.1190556871169,-1.75697426376285,1.17157508720754,0.358577687280937,0.428630864716777,0.268967563556819,0.55262229637424,62.636111810627,62.636111810627,62.636111810627,62.636111810627,62.636111810627,62.636111810627,62.636111810627,62.636111810627,62.636111810627,62.636111810627,62.636111810627,62.636111810627
"208","myc7",429.58,8.48663309607278,0.00357765284884284,6.42072959271272,0.011279581151404,15.1389574571913,0.000515961334414453,70.872007767011,0.350524390959943,4.79985591505804,0.0692821036149156,-0.890980250756302,0.142071198023758,-0.096873503907336,-0.096873503907336,4.20037209027432,-16.1190279062307,-1.75211873737872,1.16474298512349,0.358781139782284,0.428613516264704,0.269037059883243,0.55266701970549,62.5462140992167,62.5462140992167,62.5462140992167,62.5462140992167,62.5462140992167,62.5462140992167,62.5462140992167,62.5462140992167,62.5462140992167,62.5462140992167,62.5462140992167,62.5462140992167
"209","IDP1457",430.79,1.86336559404806,0.172236864496787,6.01599731659215,0.0141767643571947,7.95638630870684,0.0187194319236235,70.2989369387735,0.356765627467495,4.80565078375004,0.0689628315092051,-0.425092699479809,0.144910621722045,-0.0948302950824815,-0.0948302950824815,4.2216125033637,-16.1258573479208,-1.70654370345897,1.12687687762187,0.3604656911142,0.42902662962822,0.269892309093603,0.55379599407902,62.9696202531646,62.9696202531646,62.9696202531646,62.9696202531646,62.9696202531646,62.9696202531646,62.9696202531646,62.9696202531646,62.9696202531646,62.9696202531646,62.9696202531646,62.9696202531646
"210","gpm104",431.65,1.86317393982736,0.172258928621143,6.0167067900861,0.014171066056353,7.9569087574637,0.018714542590289,70.2989197274309,0.35676661387193,4.80565904786281,0.0689633106066518,-0.425065580736518,0.144908878127781,-0.0948350020357447,-0.0948350020357447,4.22160598409625,-16.1258675433283,-1.7065466165797,1.12687923942845,0.360465474009828,0.429026616013622,0.26989216422884,0.553795828868616,63.0629689174705,63.0629689174705,63.0629689174705,63.0629689174705,63.0629689174705,63.0629689174705,63.0629689174705,63.0629689174705,63.0629689174705,63.0629689174705,63.0629689174705,63.0629689174705
"211","gpm787b",431.73,1.86320266722625,0.172255621182497,6.01671395451446,0.0141710085256078,7.95694356128083,0.0187142169243637,70.2989248395013,0.356766619683909,4.80565917265329,0.068963162448514,-0.425068111089887,0.144908629045617,-0.0948349023345209,-0.0948349023345209,4.22160545412348,-16.1258692898439,-1.70654702237156,1.12688006455697,0.360465465743698,0.429026628963107,0.269892157585354,0.553795828299647,62.7226681428176,62.7226681428176,62.7226681428176,62.7226681428176,62.7226681428176,62.7226681428176,62.7226681428176,62.7226681428176,62.7226681428176,62.7226681428176,62.7226681428176,62.7226681428176
"212","AY111680",431.98,1.86323856422627,0.172251488397001,6.01664343761345,0.0141715747905767,7.95692426157877,0.0187143975146405,70.2989289764585,0.356766370434188,4.80565816300554,0.0689629481180629,-0.425070888772686,0.144908167184844,-0.0948340685707181,-0.0948340685707181,4.22160589920091,-16.1258681676485,-1.70654730896927,1.1268780364331,0.360465473236852,0.429026660031614,0.269892164278065,0.553795850135342,62.899180531413,62.899180531413,62.899180531413,62.899180531413,62.899180531413,62.899180531413,62.899180531413,62.899180531413,62.899180531413,62.899180531413,62.899180531413,62.899180531413
"213","IDP2367",432.06,1.85992842724386,0.172633061011765,6.01593965385976,0.0141772275923909,7.95329358058134,0.0187484013733106,70.2984269699095,0.356766012768608,4.80565547760137,0.0689823066616766,-0.424683416581564,0.144904894957748,-0.0948259030099116,-0.0948259030099116,4.22162767084126,-16.1258900366423,-1.70651096285095,1.12685544603845,0.360466828665796,0.42902640577707,0.269892726811191,0.553796301668896,62.8664987405542,62.8664987405542,62.8664987405542,62.8664987405542,62.8664987405542,62.8664987405542,62.8664987405542,62.8664987405542,62.8664987405542,62.8664987405542,62.8664987405542,62.8664987405542
"214","IDP2412",434.36,1.86016759558916,0.172605458576848,6.01606096544207,0.0141762530504384,7.95362659876706,0.0187452798538932,70.2984628390271,0.356766073312186,4.80565636249612,0.0689808275590196,-0.424711011384481,0.144904987651847,-0.094826989176768,-0.094826989176768,4.22162630614319,-16.1258866629419,-1.70651378242518,1.1268560351184,0.36046670177219,0.42902641593286,0.269892670549927,0.553796246694574,62.8798586572438,62.8798586572438,62.8798586572438,62.8798586572438,62.8798586572438,62.8798586572438,62.8798586572438,62.8798586572438,62.8798586572438,62.8798586572438,62.8798586572438,62.8798586572438
"215","gpm429c",434.37,1.87291462703348,0.171141636656766,6.01842978599512,0.0141572372254416,7.96727098945105,0.018617831127357,70.3003939505303,0.356767055002069,4.80566316830981,0.0689078412572948,-0.426202385828782,0.144917966889651,-0.0948558675043359,-0.0948558675043359,4.22154169459589,-16.1258104931777,-1.70665287260996,1.12694830961419,0.360461618437617,0.429027429691687,0.269890578424789,0.553794614549877,62.9991162174105,62.9991162174105,62.9991162174105,62.9991162174105,62.9991162174105,62.9991162174105,62.9991162174105,62.9991162174105,62.9991162174105,62.9991162174105,62.9991162174105,62.9991162174105
"216","AY109678",435.68,3.44590614886167,0.0634086427490597,5.83865716037486,0.0156777874105458,9.43695689090577,0.00892875380402515,70.4865234107869,0.35440395585263,4.79959632508297,0.0684131541403681,-0.5729760584349,0.14352527104985,-0.0929174202974496,-0.0929174202974496,4.20969744788529,-16.1207861718647,-1.72168898415953,1.14340425395297,0.35992319285076,0.42916257220368,0.269699460110856,0.553703467921464,62.9511525795829,62.9511525795829,62.9511525795829,62.9511525795829,62.9511525795829,62.9511525795829,62.9511525795829,62.9511525795829,62.9511525795829,62.9511525795829,62.9511525795829,62.9511525795829
"217","IDP194",435.73,3.44592651561102,0.0634078612864628,5.83866072551605,0.0156777556431535,9.43698269067812,0.00892863862486031,70.4865257692209,0.354403990579063,4.79959640119921,0.0684136428504042,-0.572977405614794,0.143525185638095,-0.0929173962841131,-0.0929173962841131,4.20969754353888,-16.1207864717421,-1.72168907648243,1.14340491257365,0.359923188660976,0.429162565683756,0.269699457459882,0.553703461721882,62.8061224489796,62.8061224489796,62.8061224489796,62.8061224489796,62.8061224489796,62.8061224489796,62.8061224489796,62.8061224489796,62.8061224489796,62.8061224489796,62.8061224489796,62.8061224489796
"218","mmp143",436.28,4.57663013517808,0.0324108945938876,5.5640980643496,0.0183324519175867,10.4329776290692,0.00542634863284351,70.6294885026224,0.358073592268319,4.79928281289734,0.0673929594596415,-0.673412344356025,0.14612501974659,-0.0921862424276135,-0.0921862424276135,4.2021218911081,-16.0954924766078,-1.73836274785675,1.16114876283034,0.359549754763355,0.428975626958009,0.269605670858538,0.553600364553017,62.765802064971,62.765802064971,62.765802064971,62.765802064971,62.765802064971,62.765802064971,62.765802064971,62.765802064971,62.765802064971,62.765802064971,62.765802064971,62.765802064971
"219","gpm540b",437.09,1.74186196554928,0.186903076242954,6.32293587520158,0.0119186137023922,8.15079539162709,0.016985458287912,70.3032785169021,0.364178036761316,4.81343516723676,0.0713318471387965,-0.425160309890025,0.149820440468076,-0.0997469559470802,-0.0997469559470802,4.2209403890758,-16.1060892040149,-1.71417319506423,1.16365268908867,0.360211723558008,0.428411941117232,0.269879725516611,0.553595164156263,63.1295597484277,63.1295597484277,63.1295597484277,63.1295597484277,63.1295597484277,63.1295597484277,63.1295597484277,63.1295597484277,63.1295597484277,63.1295597484277,63.1295597484277,63.1295597484277
"220","csu1138",437.38,1.9627876771431,0.16121549495965,6.18993136811499,0.0128479169300068,8.22085223091806,0.0164007844093229,70.3382408897328,0.364252812439542,4.81178102251049,0.0718620100139592,-0.449745844943367,0.149229165062624,-0.0982472704772315,-0.0982472704772315,4.21875488538023,-16.0997986273009,-1.71786524046584,1.17023358233285,0.360164413441838,0.428359926800941,0.269884686208354,0.553601849001093,62.7940974605354,62.7940974605354,62.7940974605354,62.7940974605354,62.7940974605354,62.7940974605354,62.7940974605354,62.7940974605354,62.7940974605354,62.7940974605354,62.7940974605354,62.7940974605354
"221","rz323a",437.68,1.57921755320645,0.208873434638342,6.16597770234272,0.0130230376585685,7.85423975254824,0.0197003303119614,70.2736492189033,0.364354121928515,4.81183828705778,0.0708367246124021,-0.402325456458135,0.148837833939157,-0.0977505374692856,-0.0977505374692856,4.22164053661372,-16.1031805592654,-1.71378753150181,1.17155884861986,0.360294791951652,0.428295186477833,0.269940607972356,0.553628593081171,62.8179111314705,62.8179111314705,62.8179111314705,62.8179111314705,62.8179111314705,62.8179111314705,62.8179111314705,62.8179111314705,62.8179111314705,62.8179111314705,62.8179111314705,62.8179111314705
"222","AY106439",438.38,1.57911456165668,0.208888279843591,6.16602814524724,0.0130226663134106,7.85423487482856,0.0197003783583644,70.2736334365758,0.364354535835572,4.81183905727929,0.0708368918245098,-0.40231255672406,0.148837907379205,-0.0977509610098959,-0.0977509610098959,4.22164164656213,-16.1031829642418,-1.71378811849875,1.17156024024567,0.360294781662877,0.428295172169173,0.269940605393848,0.55362858379408,62.8777701622116,62.8777701622116,62.8777701622116,62.8777701622116,62.8777701622116,62.8777701622116,62.8777701622116,62.8777701622116,62.8777701622116,62.8777701622116,62.8777701622116,62.8777701622116
"223","gpm519",438.44,1.57909860769076,0.208890579560433,6.16603067848879,0.0130226476647519,7.8542206726652,0.019700518252857,70.2736307283616,0.36435457516114,4.81183916217344,0.0708368963827059,-0.402310714794727,0.148837977848657,-0.0977510204099993,-0.0977510204099993,4.22164164017876,-16.1031829406146,-1.71378800662884,1.17156049277425,0.360294785445633,0.428295170360152,0.269940606868155,0.553628584967127,63.0196310312204,63.0196310312204,63.0196310312204,63.0196310312204,63.0196310312204,63.0196310312204,63.0196310312204,63.0196310312204,63.0196310312204,63.0196310312204,63.0196310312204,63.0196310312204
"224","IDP676",439.48,1.57919587444108,0.208876559312526,6.16515544365951,0.0130290924093591,7.85338006712184,0.0197088001756179,70.2736436977735,0.364353336851414,4.81182998338543,0.0708381011228485,-0.402323894286001,0.148838351583874,-0.0977440320626975,-0.0977440320626975,4.22163800307147,-16.1032056220614,-1.71377960802923,1.17158213572564,0.36029516607811,0.428295118491595,0.26994080713888,0.553628806769644,62.9548432381844,62.9548432381844,62.9548432381844,62.9548432381844,62.9548432381844,62.9548432381844,62.9548432381844,62.9548432381844,62.9548432381844,62.9548432381844,62.9548432381844,62.9548432381844
"225","mmp101",439.58,1.57930815249034,0.208860376686889,6.16513789298879,0.0130292216763051,7.85348092504784,0.0197078063063231,70.2736688692952,0.364354132004987,4.81183044327867,0.0708382193230097,-0.402341159205833,0.148839479015283,-0.097744515590625,-0.097744515590625,4.22163744117755,-16.1032131087955,-1.71377962517431,1.1715868571626,0.360295155434235,0.428295090257639,0.269940803211365,0.553628788318181,62.7223950233281,62.7223950233281,62.7223950233281,62.7223950233281,62.7223950233281,62.7223950233281,62.7223950233281,62.7223950233281,62.7223950233281,62.7223950233281,62.7223950233281,62.7223950233281
"226","IDP2551",441.56,0.528834774035144,0.467097156995573,6.360307955446,0.0116701286631992,6.92976013160543,0.0312767563540623,70.0472668931488,0.367217784472171,4.81849845689588,0.0703889565998777,-0.235256795737933,0.150510093859943,-0.0998951590779331,-0.0998951590779331,4.2323769357155,-16.1106110945025,-1.70017509061114,1.15743178433601,0.360831766156014,0.428146335096503,0.270080068645147,0.553627982966505,63.0694028130043,63.0694028130043,63.0694028130043,63.0694028130043,63.0694028130043,63.0694028130043,63.0694028130043,63.0694028130043,63.0694028130043,63.0694028130043,63.0694028130043,63.0694028130043
"227","IDP1407",442.3,0.529485134664255,0.46682339999826,6.36065748196247,0.011667829954797,6.93068545851357,0.0312622890889309,70.0474714225225,0.367217982033712,4.81850176201916,0.070388947236839,-0.235403489691678,0.150511337755158,-0.0998989166431178,-0.0998989166431178,4.23236914287245,-16.1105908481619,-1.7001871783767,1.15741794665259,0.360831357652192,0.428146548399077,0.27007988510383,0.553627899509635,62.8686652391149,62.8686652391149,62.8686652391149,62.8686652391149,62.8686652391149,62.8686652391149,62.8686652391149,62.8686652391149,62.8686652391149,62.8686652391149,62.8686652391149,62.8686652391149
"228","AY110396",443.88,0.541802388505286,0.46168671666799,6.38744943420905,0.0114930051872738,6.96803998267434,0.0306838141030194,70.0515357636853,0.367247066316992,4.81874125810086,0.0704006526373206,-0.238255847304601,0.15059361000234,-0.10017345787364,-0.10017345787364,4.23210871042179,-16.1104658086785,-1.70048927282032,1.15727638983186,0.360814701614453,0.428141455292701,0.270072808849768,0.553618065662121,62.7733237890718,62.7733237890718,62.7733237890718,62.7733237890718,62.7733237890718,62.7733237890718,62.7733237890718,62.7733237890718,62.7733237890718,62.7733237890718,62.7733237890718,62.7733237890718
"229","umc1676",449.18,0.59725279832696,0.439628131836161,6.45392486206365,0.0110707513296333,7.11367631605716,0.0285288860886702,70.0727061497878,0.368232961182059,4.82003558976883,0.0706451592741365,-0.251433070621172,0.151362062839739,-0.101079262831351,-0.101079262831351,4.23346020882142,-16.1150863205609,-1.70414448988593,1.15975489835216,0.360740086317468,0.428173068239829,0.270045890990012,0.553606341308488,63.2595594347465,63.2595594347465,63.2595594347465,63.2595594347465,63.2595594347465,63.2595594347465,63.2595594347465,63.2595594347465,63.2595594347465,63.2595594347465,63.2595594347465,63.2595594347465
"230","IDP1675",449.2,0.597240882290859,0.43963269508805,6.45388657616352,0.011070989885334,7.1136227545602,0.0285296501238236,70.0727021154442,0.368232831024505,4.82003515504238,0.0706451089131351,-0.251430468036838,0.151362003822769,-0.101078919552872,-0.101078919552872,4.23346005605256,-16.1150861655806,-1.70414381515769,1.15975489146586,0.360740108833229,0.428173072490267,0.270045900831105,0.553606354965539,63.2698341550874,63.2698341550874,63.2698341550874,63.2698341550874,63.2698341550874,63.2698341550874,63.2698341550874,63.2698341550874,63.2698341550874,63.2698341550874,63.2698341550874,63.2698341550874
"231","umc2231",451.88,0.707008535401443,0.400438697960468,6.57386862759602,0.0103486763961353,7.37322566818279,0.0250567297686906,70.1105682906932,0.369554323108211,4.82193284322343,0.0716242720552918,-0.275432160920544,0.152413465779469,-0.102566336662609,-0.102566336662609,4.23525338161188,-16.1226293799497,-1.70957281826096,1.16374895892339,0.360617253991342,0.428206166842893,0.270000413819613,0.553572994013491,63.248985438052,63.248985438052,63.248985438052,63.248985438052,63.248985438052,63.248985438052,63.248985438052,63.248985438052,63.248985438052,63.248985438052,63.248985438052,63.248985438052
"232","umc1703",452.28,0.725439085620301,0.394365565126844,6.5883652651181,0.0102647386198132,7.41022643361978,0.0245974323671627,70.1165990705079,0.369729144615487,4.82215991709035,0.0720507569629903,-0.279237856789553,0.152543445736505,-0.102743314335796,-0.102743314335796,4.23548611771076,-16.1237634389113,-1.71044067931026,1.16436576140491,0.360598241503318,0.428212730898001,0.269993726841194,0.553569734837257,62.9895671476138,62.9895671476138,62.9895671476138,62.9895671476138,62.9895671476138,62.9895671476138,62.9895671476138,62.9895671476138,62.9895671476138,62.9895671476138,62.9895671476138,62.9895671476138
"233","AI855190",463.08,12.56747324711,0.000392518926672624,5.17444333102195,0.0229215147640988,19.1709371231089,6.87201181114906e-05,71.6568488728956,0.39289223761681,4.81837452670109,0.0779267618827614,-1.2659763241839,0.165189000604673,-0.0976634354000285,-0.0976634354000285,4.24810597270325,-16.1216813120196,-1.7488480539685,1.16494997931411,0.358374192054642,0.427364722550364,0.268826998872147,0.552060183286334,62.3290307439568,62.3290307439568,62.3290307439568,62.3290307439568,62.3290307439568,62.3290307439568,62.3290307439568,62.3290307439568,62.3290307439568,62.3290307439568,62.3290307439568,62.3290307439568
"234","IDP653",464.32,18.2600367516482,1.92707860225799e-05,4.96377076402984,0.0258837063021181,25.7083651225411,2.61516710168623e-06,72.1897034262547,0.400141092796888,4.82000865390823,0.0741644235349631,-1.56799080388592,0.169117568177645,-0.0975589912248857,-0.0975589912248857,4.23076715995951,-16.1712399193975,-1.75792487952362,1.19750021585535,0.357729550107952,0.426838066367057,0.268215023910062,0.550961585747254,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233
"235","IDP34",464.33,18.2600333990645,1.92708199399873e-05,4.96376823755681,0.0258837441158967,25.7083589633238,2.61517515538987e-06,72.1897031439028,0.400141087996341,4.82000861620353,0.0741644160098566,-1.56799067980958,0.16911757009138,-0.0975589669568509,-0.0975589669568509,4.23076719210211,-16.1712399085525,-1.75792484555883,1.19750017693071,0.357729551612343,0.426838067468522,0.268215024764325,0.550961587287892,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233,62.4545638945233
"236","umc1906",465.39,9.67013293744702,0.00187287760504315,5.64156877972853,0.0175395063147082,16.3200234069638,0.00028585904923163,71.3439829017917,0.386265730301078,4.82229655892259,0.0724817974869321,-1.07794594200109,0.160879171092771,-0.0993773283690163,-0.0993773283690163,4.25874714205751,-16.1706923333051,-1.72224850632055,1.15369579266254,0.359426665458184,0.427849378539216,0.26912465894674,0.552414969241942,61.7223918575064,61.7223918575064,61.7223918575064,61.7223918575064,61.7223918575064,61.7223918575064,61.7223918575064,61.7223918575064,61.7223918575064,61.7223918575064,61.7223918575064,61.7223918575064
"237","umc1903a",466.29,9.66629691545605,0.00187679224560848,5.63928428020831,0.0175623750495579,16.3148075869887,0.00028660551683824,71.3436514271266,0.386264831616368,4.82227226584429,0.0724728892924537,-1.07772820800861,0.16087782556755,-0.0993578669749367,-0.0993578669749367,4.25874303320894,-16.1706691858627,-1.72221773437218,1.15369476002987,0.359427582434206,0.427849743524567,0.269125408300325,0.552416107449537,62.7920812603648,62.7920812603648,62.7920812603648,62.7920812603648,62.7920812603648,62.7920812603648,62.7920812603648,62.7920812603648,62.7920812603648,62.7920812603648,62.7920812603648,62.7920812603648
"238","mmp124",467.79,11.095353763775,0.000865442730412713,5.33657284766075,0.0208824886142962,17.8153365081256,0.000135347061291206,71.5192475258313,0.3912907728142,4.82141792740977,0.083452790382525,-1.18422978502028,0.164660133983287,-0.0989634152493318,-0.0989634152493318,4.25464935952024,-16.1508378698791,-1.73431364616451,1.16101777582981,0.358991079894738,0.427597167930554,0.268984204514103,0.552221254884384,62.8296222166625,62.8296222166625,62.8296222166625,62.8296222166625,62.8296222166625,62.8296222166625,62.8296222166625,62.8296222166625,62.8296222166625,62.8296222166625,62.8296222166625,62.8296222166625
"239","umc2232",469.29,12.4900442794498,0.00040912649632625,5.06947824817373,0.0243507119222965,18.9717369899753,7.59171081616797e-05,71.6507382804997,0.39277535262494,4.81732119380603,0.0770061997076555,-1.25831709910604,0.164727994256609,-0.096358765751565,-0.096358765751565,4.24862232242956,-16.1290585059154,-1.74745886103842,1.16928362482357,0.35848838602911,0.427361500450482,0.268864568620856,0.552095480554566,62.6115155526142,62.6115155526142,62.6115155526142,62.6115155526142,62.6115155526142,62.6115155526142,62.6115155526142,62.6115155526142,62.6115155526142,62.6115155526142,62.6115155526142,62.6115155526142
"240","umc1395",470.09,8.93273807717423,0.00280104128524454,4.81301430030891,0.0282455970576278,14.6568313327603,0.000656613057616669,71.2624640211161,0.385409522886451,4.81126919059972,0.0704592372842637,-1.03617615704658,0.160493218297704,-0.0921063816205934,-0.0921063816205934,4.23975610967006,-16.0835372206969,-1.72766645368442,1.14487477008254,0.359201545452811,0.427825018506609,0.26932601008302,0.552839763265515,62.8410810810811,62.8410810810811,62.8410810810811,62.8410810810811,62.8410810810811,62.8410810810811,62.8410810810811,62.8410810810811,62.8410810810811,62.8410810810811,62.8410810810811,62.8410810810811
"241","umc1321",471.59,14.4789048925111,0.000141737966062453,4.98909351881611,0.0255075677218245,21.1129360049219,2.6024608092535e-05,71.8068056996292,0.39237237823547,4.81663010601277,0.0755739315432063,-1.35300262852003,0.164287821004609,-0.095453841501109,-0.095453841501109,4.22003184501299,-16.1279043501757,-1.74599398621435,1.17366187708935,0.35825530904713,0.42747210270063,0.268650950513295,0.551780122560658,62.2456408020924,62.2456408020924,62.2456408020924,62.2456408020924,62.2456408020924,62.2456408020924,62.2456408020924,62.2456408020924,62.2456408020924,62.2456408020924,62.2456408020924,62.2456408020924
"242","umc2233",472.89,14.4755867284043,0.00014198786880706,4.99421660898024,0.0254321634696054,21.1155810967203,2.5990212103975e-05,71.807083074557,0.392415026653919,4.81672065911904,0.0755953182612617,-1.3531032374884,0.164319022456959,-0.0955122449319814,-0.0955122449319814,4.22003303681372,-16.1279555129429,-1.74597767950553,1.17371666407919,0.358254537725279,0.427470546857129,0.268650409163886,0.55177864315227,62.5451719850808,62.5451719850808,62.5451719850808,62.5451719850808,62.5451719850808,62.5451719850808,62.5451719850808,62.5451719850808,62.5451719850808,62.5451719850808,62.5451719850808,62.5451719850808
"243","umc1603",474.29,14.795818672202,0.000119800839541654,5.06517892510028,0.0244111853128451,21.4842269735446,2.16152064906457e-05,71.8301237496931,0.392431346500248,4.81734024433065,0.0749701894865417,-1.36876238677962,0.164427703477067,-0.0962753425222681,-0.0962753425222681,4.21892571502918,-16.1262614456314,-1.74804881701433,1.17383675090515,0.358143673470681,0.427450104757058,0.268600555637289,0.551716502346812,61.4514870794734,61.4514870794734,61.4514870794734,61.4514870794734,61.4514870794734,61.4514870794734,61.4514870794734,61.4514870794734,61.4514870794734,61.4514870794734,61.4514870794734,61.4514870794734
"244","gpm692a",474.55,14.7808303547964,0.000120756845859925,5.06212194978187,0.0244542788836431,21.467223278834,2.17997590841294e-05,71.8290100264456,0.392428175893016,4.81731201086828,0.0749913793955984,-1.36807514994264,0.164427813775123,-0.0962459662269886,-0.0962459662269886,4.21896069609367,-16.1263462212253,-1.74794564170524,1.17385720861583,0.358148441697166,0.42745081577263,0.268602835643164,0.551719239896766,62.5267836790517,62.5267836790517,62.5267836790517,62.5267836790517,62.5267836790517,62.5267836790517,62.5267836790517,62.5267836790517,62.5267836790517,62.5267836790517,62.5267836790517,62.5267836790517
"245","gpm29",479.54,14.5644987467155,0.000135442402892811,5.00512071872363,0.0252724409217902,21.2027823856082,2.48813708583198e-05,71.8131813883991,0.392391777142497,4.81679754840683,0.0754200060172663,-1.35754070444768,0.164364095388711,-0.0956488299552348,-0.0956488299552348,4.21940454997081,-16.1280383232756,-1.74645838261154,1.17453865863849,0.358229601577744,0.427462595611273,0.268639425270944,0.551763410742599,62.5187419215855,62.5187419215855,62.5187419215855,62.5187419215855,62.5187419215855,62.5187419215855,62.5187419215855,62.5187419215855,62.5187419215855,62.5187419215855,62.5187419215855,62.5187419215855
"246","gpm349",481.2,5.79760204672754,0.0160480465266019,4.69650135851997,0.030224082602632,11.1721558565177,0.00374970567682935,71.1239631864468,0.404303069963227,4.82438485437777,0.0750601469382667,-0.886529109995159,0.17067271413317,-0.0953768689295162,-0.0953768689295162,4.21521422102118,-16.1246313779236,-1.72773508777685,1.18900489504639,0.359531138658251,0.427858151469229,0.269729612939741,0.553368811913257,62.913429054054,62.913429054054,62.913429054054,62.913429054054,62.913429054054,62.913429054054,62.913429054054,62.913429054054,62.913429054054,62.913429054054,62.913429054054,62.913429054054
"247","gpm150b",483.14,2.8672050380859,0.0904017404993235,5.00079086843391,0.0253357391705979,8.17166655635796,0.0168091268000421,70.6737264294751,0.394121338851803,4.82370178347696,0.0797286750657382,-0.600808377673836,0.165109467593131,-0.0954694446805173,-0.0954694446805173,4.20028994408419,-16.1970249109879,-1.69057793536846,1.20692137037475,0.360397734081173,0.427983070419374,0.270057584872548,0.553727242297003,62.6418918918919,62.6418918918919,62.6418918918919,62.6418918918919,62.6418918918919,62.6418918918919,62.6418918918919,62.6418918918919,62.6418918918919,62.6418918918919,62.6418918918919,62.6418918918919
"248","uaz276",484.29,2.85354545765346,0.0911726707202171,4.99958356653865,0.0253534181002208,8.15757325871612,0.0169279931263564,70.6716041457351,0.394130318378391,4.82369800941646,0.0799351240052923,-0.599335063705114,0.165097633725235,-0.0954488793957837,-0.0954488793957837,4.20036595151642,-16.1970898382183,-1.69049587482655,1.20679815737558,0.360401878498791,0.427983907308575,0.270059416983775,0.553729471578713,62.8837996389892,62.8837996389892,62.8837996389892,62.8837996389892,62.8837996389892,62.8837996389892,62.8837996389892,62.8837996389892,62.8837996389892,62.8837996389892,62.8837996389892,62.8837996389892
"249","IDP2452",488.4,0.627758994146843,0.428178522989695,7.37198632053943,0.00662477178845752,8.09487404988265,0.0174670850224811,70.2203244113666,0.387965603123536,4.83946990554172,0.0757326720359506,-0.275826899974779,0.161852072485099,-0.113427039207321,-0.113427039207321,4.17402243094465,-16.3026205465913,-1.67465847430738,1.22573767452223,0.359578288967626,0.427500018436264,0.269855627805965,0.553363047519407,63.0221512247071,63.0221512247071,63.0221512247071,63.0221512247071,63.0221512247071,63.0221512247071,63.0221512247071,63.0221512247071,63.0221512247071,63.0221512247071,63.0221512247071,63.0221512247071
"250","gpm931b",488.95,0.751909852292528,0.385872233093531,7.54755610393896,0.00600915183321517,8.45222960316035,0.0146090394480286,70.2712639155437,0.390343975271472,4.84288395709106,0.0754227390220682,-0.30538398969086,0.163654217984019,-0.115811205996265,-0.115811205996265,4.17529159181565,-16.3159737407417,-1.67998430641226,1.23200694983824,0.359453409836098,0.427518535181685,0.269799073516943,0.553301070687016,63.593467011643,63.593467011643,63.593467011643,63.593467011643,63.593467011643,63.593467011643,63.593467011643,63.593467011643,63.593467011643,63.593467011643,63.593467011643,63.593467011643
