VAR1,SNP_Names,Position__cM_,Mean_LOD,Mean_P_Value,Variance_LOD,Variance_P_Value,Joint_LOD,Joint_P_Value,A_Mean_Est,A_Mean_Lower_Bound,A_Mean_Upper_Bound,A_Standard_Deviation_Est,A_Standard_Deviation_Lower_Boun,A_Standard_Deviation_Upper_Boun,B_Mean_Est,B_Mean_Lower_Bound,B_Mean_Upper_Bound,B_Standard_Deviation_Est,B_Standard_Deviation_Lower_Boun,B_Standard_Deviation_Upper_Boun,Joint_P_Value_S3,Joint_P_Value_T3,,jQTL_ID,Joint_P_Value_S5,Joint_P_Value_T5,Joint_P_Value_S7,Joint_P_Value_T7,Joint_P_Value_S9,Joint_P_Value_T9
279,bnlg1598,531.2,4.349327264,0.113646374,5.104900973,0.077890562,7.035095209,0.134045187,59.98950525,59.49523068,60.48377981,7.812451149,7.098019609,8.59879182,62.05707763,61.4073099,62.70684535,8.221747363,7.304098364,9.254685018,0.296821765,0.301662704,FALSE,,0.300115931,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
280,umc1123,533.5,9.106099497,0.010535026,3.531899841,0.17102425,9.968596328,0.040960008,58.79943503,58.14832596,59.4505441,9.483023885,8.424861684,10.6740912,59.65898618,58.71233684,60.60563551,10.65358487,9.15938048,12.39154448,0.296821765,0.301662704,FALSE,,0.300115931,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
281,AY104360,539.7,4.06122505,0.1312551,4.553252021,0.102629895,5.717329041,0.221276246,60.97183099,60.48852456,61.45513741,7.214026435,6.546881693,7.94915501,60.44708423,59.83115442,61.06301404,7.376038709,6.540872426,8.317842559,0.296821765,0.301662704,FALSE,,0.300115931,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
282,mmp156,542.6,4.0247127,0.133673322,4.533348817,0.103656326,5.660651446,0.225964838,60.99025974,60.47489616,61.50562332,5.770115998,5.132289923,6.487209244,61.23434343,60.63803928,61.83064759,5.916967929,5.192154461,6.742963779,0.296821765,0.301662704,FALSE,,0.301991663,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
283,bnlg1057,546.7,4.070467003,0.130649972,4.979152356,0.082945113,6.157259246,0.18770784,60.74523161,60.25003322,61.24043,8.883422267,8.137320082,9.697933764,61.03102625,60.42004645,61.64200606,8.373752961,7.455800152,9.404723467,0.296821765,0.301662704,FALSE,,0.301991663,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
284,umc1396,546.8,4.070005173,0.130680145,4.978474051,0.082973249,6.156445694,0.187765482,60.46132208,59.9586206,60.96402356,11.57966571,10.69515517,12.53732702,61.88433735,61.2855136,62.4831611,10.59419308,9.547698515,11.75539078,0.307896472,0.301662704,FALSE,,0.301991663,0.431199908,0.298942898,0.53670877,0.301715279,0.622646398
285,nact15,547.22,4.06653575,0.130907034,4.971953159,0.08324422,6.149423056,0.188263712,60.90830946,60.41882244,61.39779647,8.745492935,7.998163773,9.562650734,60.14193548,59.5461682,60.73770277,8.696723491,7.795175228,9.702540003,0.307896472,0.301662704,FALSE,,0.301991663,0.431199908,0.298942898,0.53670877,0.301715279,0.622646398
286,umc2235,548.4,4.123659652,0.127220965,5.047042569,0.080176784,6.249362378,0.18128363,60.32942899,59.80674932,60.85210866,12.42071313,11.47277758,13.44697163,60.76558604,60.13991369,61.39125838,11.42804395,10.30327527,12.67559929,0.30012818,0.301662704,FALSE,,0.301991663,0.431199908,0.303098375,0.53670877,0.301715279,0.622646398
287,umc1748,552,0.256472118,0.879645706,1.84926468,0.396677235,1.996610018,0.736382434,61.33993399,60.79355051,61.88631748,11.71720407,10.75413231,12.76652242,61.29012346,60.73906154,61.84118537,10.63997725,9.668228891,11.7093955,0.30012818,0.301662704,FALSE,,0.301991663,0.431199908,0.303098375,0.53670877,0.307425559,0.622646398
288,umc1919a,554.2,4.108612795,0.128181712,4.722743014,0.094290814,5.872937126,0.208840486,60.79896239,60.32173728,61.27618749,9.258078056,8.515521569,10.06538573,61.06345178,60.4249058,61.70199775,8.910143714,7.926694468,10.01560755,0.30012818,0.301662704,FALSE,,0.303013326,0.431199908,0.303098375,0.53670877,0.307425559,0.622646398
289,bnlg1615,556,4.637289134,0.098406879,4.488566923,0.106003469,6.257003325,0.180759635,61.20325203,60.725527,61.68097706,9.886235435,9.104845106,10.73468576,60.08454106,59.43848712,60.730595,10.00011227,8.959056817,11.16213988,0.30012818,0.301662704,FALSE,,0.303013326,0.431199908,0.313904761,0.53670877,0.307425559,0.622646398
290,csu805,556.9,4.668881978,0.096864616,4.526658649,0.104003646,6.333208505,0.175607678,61.58953168,61.11059106,62.0684723,12.22757084,11.33498768,13.19044122,60.32696897,59.68477936,60.96915859,12.45071073,11.26839456,13.75707931,0.321579028,0.301662704,FALSE,,0.303013326,0.431199908,0.303098375,0.53670877,0.307425559,0.622646398
291,gpm688,557.88,4.656125596,0.097484411,4.515707702,0.104574677,6.314196117,0.176880519,62.44242424,61.94449601,62.94035248,11.35162789,10.46163451,12.31733488,60.47752809,59.81429401,61.14076217,11.11617019,9.94660885,12.42325314,0.30012818,0.301662704,FALSE,,0.31738258,0.431199908,0.303098375,0.53670877,0.30604119,0.622646398
292,gpm894,557.89,4.656098456,0.097485734,4.515685939,0.104575815,6.3141549,0.176883287,62.30541872,61.78530643,62.825531,11.41064807,10.48161329,12.42202758,60.22903226,59.49447153,60.96359299,11.49376196,10.20393529,12.94662895,0.297600623,0.301662704,FALSE,,0.31738258,0.431199908,0.303098375,0.53670877,0.30604119,0.622646398
293,gpm169,558.46,1.973732202,0.372743001,1.205038406,0.547430808,2.63098712,0.62134382,62.27219796,61.7822812,62.76211472,9.97205124,9.162539609,10.85308333,60.8715847,60.21887449,61.52429491,9.723962052,8.659009613,10.91989064,0.318010888,0.301662704,FALSE,,0.303013326,0.431199908,0.303098375,0.53670877,0.313367826,0.622646398
294,AY111153,559.41,4.390318698,0.111340818,4.444589292,0.108360175,5.945503519,0.203255237,61.23989218,60.75480173,61.72498264,11.57372321,10.71204325,12.50471696,59.42391304,58.72026775,60.12755834,11.81011544,10.58137668,13.18153875,0.318010888,0.301662704,FALSE,,0.301991663,0.431199908,0.315494307,0.53670877,0.313367826,0.622646398
295,gpm906a,559.45,4.38501012,0.111636741,4.440949446,0.108557562,5.938856412,0.203761283,62.75,62.22946142,63.27053858,10.76578843,9.86628273,11.74730176,61.25377644,60.56764311,61.93990977,10.52236975,9.35248627,11.83859156,0.318010888,0.301662704,FALSE,,0.301991663,0.431199908,0.315494307,0.53670877,0.313367826,0.622646398
296,gpm906b,561,3.593682365,0.165821863,3.575368405,0.167347264,4.974040318,0.289971508,61.5375626,61.0211125,62.05401271,11.72253269,10.77607489,12.75211745,61.35714286,60.70370624,62.01057948,11.56669478,10.38265942,12.88575717,0.318010888,0.301662704,FALSE,,0.314937604,0.431199908,0.312799271,0.53670877,0.313367826,0.622646398
297,IDP168,562.02,4.384269224,0.111678105,4.451262357,0.10799923,5.948537941,0.203024596,60.92450331,60.43707607,61.41193055,8.530919902,7.811716878,9.316337945,60.6701847,60.0166511,61.3237183,8.17653967,7.220776799,9.258810075,0.297600623,0.301662704,FALSE,,0.337741305,0.431199908,0.312799271,0.53670877,0.30604119,0.622646398
298,umc2151,562.31,4.632708197,0.098632535,4.456665777,0.107707842,6.196262106,0.184962898,60.94671403,60.37609434,61.51733373,9.197530851,8.331057366,10.1541221,60.3180212,59.79639433,60.83964807,8.539685845,7.737217375,9.425382641,0.318010888,0.301662704,FALSE,,0.337741305,0.431199908,0.312799271,0.53670877,0.303723875,0.622646398
299,IDP2465,568.93,4.62257254,0.099133657,4.406591915,0.110438557,6.163223244,0.187285759,61.5323646,61.05844797,62.00628122,12.3573752,11.47343529,13.30941588,59.6092545,58.93810359,60.28040541,12.5411289,11.30764169,13.9091703,0.357298584,0.301662704,FALSE,,0.314937604,0.431199908,0.312799271,0.53670877,0.312254041,0.622646398
300,ntf1,569.21,4.681718481,0.096244905,4.601233552,0.100197026,6.441976782,0.168483227,61.12762763,60.61773104,61.63752422,9.840633269,9.017814755,10.73852876,60.6993988,60.12625487,61.27254273,9.604099191,8.682533219,10.62348038,0.318010888,0.301662704,FALSE,,0.314937604,0.431199908,0.312799271,0.53670877,0.312254041,0.622646398
301,umc58,574.31,2.552758681,0.279045803,1.841414601,0.398237268,3.366047599,0.498536059,61.21197411,60.69144529,61.73250293,10.19834627,9.333026946,11.1438944,60.04986877,59.39534826,60.70438927,10.08070623,9.0042655,11.28583315,0.307507749,0.301662704,FALSE,,0.314454762,0.431199908,0.312799271,0.53670877,0.312254041,0.622646398
302,asg16b,576.61,2.945217544,0.229326444,4.032098723,0.133180575,5.183875546,0.268945655,60.94827586,60.4523688,61.44418292,7.246625388,6.550311463,8.016959164,61.1163311,60.48933896,61.74332323,7.575670322,6.71436957,8.547456352,0.307507749,0.301662704,FALSE,,0.301991663,0.431199908,0.312799271,0.53670877,0.312254041,0.469136217
303,IDP790,581.55,4.591695419,0.100676013,5.58870672,0.061154406,7.346457991,0.118673562,61.45634921,60.99782311,61.9148753,11.90149859,11.04809964,12.82081744,59.76153846,59.05042139,60.47265553,13.22515467,11.92368028,14.66868549,0.296821765,0.301662704,FALSE,,0.303848438,0.431199908,0.312799271,0.53670877,0.303723875,0.469136217
304,IDP4057,582.07,4.700476915,0.095346423,5.239626629,0.072816455,7.10474979,0.130455143,61.48563969,61.02697693,61.94430244,12.18041563,11.31803197,13.10850909,59.65789474,58.94429578,60.37149369,13.32807755,12.00850312,14.79265562,0.296720159,0.301662704,FALSE,,0.303090133,0.431199908,0.300768602,0.375112856,0.303723875,0.469136217
305,IDP438,585.41,5.559463633,0.062055147,5.076368686,0.079009724,7.857407784,0.096943413,61.94186047,61.45160517,62.43211576,8.875746579,8.118588747,9.703518652,59.13901345,58.50128747,59.77673944,9.233797714,8.265785608,10.31517441,0.296720159,0.301662704,FALSE,,0.298951109,0.431199908,0.298942898,0.375112856,0.299340197,0.469136217
306,IDP295,586.3,5.64805267,0.059366432,5.011321241,0.081621659,7.647325847,0.105385593,61.88029197,61.38578584,62.3747981,10.49578005,9.657887958,11.40636539,59.25167038,58.62103874,59.88230202,10.80849045,9.75294254,11.97827889,0.296691281,0.301662704,FALSE,,0.298514636,0.272561436,0.298942898,0.375112856,0.299340197,0.164033491
307,umc1709,586.61,5.248144433,0.072506997,4.525358707,0.104071267,6.931412841,0.13955744,61.61290323,61.15662668,62.06917977,11.98619388,11.136857,12.90030426,59.73126615,59.03360357,60.42892873,12.92846251,11.65139524,14.3455045,0.296691281,0.301662704,FALSE,,0.298514636,0.272561436,0.298942898,0.375112856,0.299340197,0.048068404
308,php20644,588.01,1.37238126,0.503490402,0.515531627,0.772776185,1.748509275,0.781888147,61.92920354,61.44372745,62.41467963,9.789292404,8.98811096,10.66188949,59.11192214,58.4597868,59.76405748,10.19227025,9.133608294,11.37364002,0.296691281,0.164112146,FALSE,,0.298514636,0.272561436,0.298942898,0.111762573,0.299340197,0.048068404
309,umc1924,592.21,6.61179497,0.03666629,4.514984484,0.104612499,8.349523737,0.079581904,61.9386921,61.46653436,62.41084984,9.336418248,8.582484664,10.15658159,59.18942731,58.56921536,59.80963927,9.606634777,8.631287946,10.69219708,0.296691281,0.164112146,FALSE,,0.298514636,0.272561436,0.298942898,0.028101047,0.299340197,0.048068404
310,ufg50,595.91,8.438010449,0.014713274,4.915949805,0.08560814,9.674378509,0.046284883,62.36619718,61.78116814,62.95122623,12.44058519,11.35447682,13.63058487,60.69209809,60.03369272,61.35050347,12.03850032,10.82439636,13.38878262,0.296691281,0.164112146,FALSE,,0.298514636,0.066672977,0.298942898,0.028101047,0.299340197,0.048068404
311,uaz147b,598.41,8.361602217,0.015286257,5.209236466,0.073931356,10.01017598,0.040256617,61.81305638,61.3121509,62.31396186,11.78315742,10.87626049,12.76567428,59.82126697,59.21506069,60.42747324,11.55689231,10.46863265,12.75828128,0.296691281,0.164112146,FALSE,,0.298514636,0.013389403,0.298942898,0.028101047,0.299340197,0.048068404
312,gpm136,601,5.666136881,0.058832054,4.945850849,0.084337774,7.881270245,0.096025526,62.76461539,62.27859667,63.2506341,9.813410355,9.000894849,10.69927206,60.24178404,59.61095147,60.87261661,10.26463058,9.225277392,11.42108107,0.295239371,0.029516918,TRUE,q5,0.298514636,0.013389403,0.298942898,0.028101047,0.299340197,0.048068404
313,csu1132,602.21,5.729562112,0.056995609,5.012175298,0.081586812,7.986102429,0.092088609,61.60235641,61.11076787,62.09394494,12.87607784,11.92695081,13.90073482,59.21428571,58.55087513,59.8776963,13.89481647,12.62578237,15.29140286,0.290375653,0.004320903,TRUE,q5,0.298514636,0.013389403,0.298942898,0.028101047,0.299340197,0.048068404
314,umc2236,603.21,5.059617724,0.079674248,5.298500221,0.070704214,8.165123959,0.085713365,61.9238806,61.42987494,62.41788625,9.709292635,8.903896031,10.58754091,59.92713568,59.26586562,60.58840574,9.983411587,8.922458228,11.17052099,0.290375653,0.02145762,TRUE,q5,0.298514636,0.013389403,0.298942898,0.028101047,0.299340197,0.048068404
315,umc1925,604.91,9.069165752,0.010731383,4.954436169,0.083976517,11.3803882,0.022605745,62.5921875,62.09882233,63.08555267,11.80862549,10.89197535,12.80241936,58.89781022,58.32719678,59.46842366,12.6193191,11.56409677,13.77083032,0.290375653,0.100977012,FALSE,,0.298514636,0.013389403,0.298942898,0.028101047,0.299340197,0.048068404
316,asg62,605.71,9.066084547,0.010747928,4.949674824,0.084176675,11.37518946,0.022655776,62.92844974,62.41504091,63.44185858,9.214366246,8.390460449,10.11917592,58.50401606,57.90337156,59.10466057,9.841540324,8.889917024,10.89503037,0.290375653,0.100977012,FALSE,,0.298514636,0.05106242,0.298942898,0.028101047,0.299340197,0.048068404
317,IDP1972,606.8,6.802068653,0.033338769,4.950136234,0.084157258,9.021797181,0.060556958,62.38039867,61.86931283,62.89148452,12.53038357,11.5495479,13.59451589,59.21875,58.63659506,59.80090494,13.56787786,12.45297824,14.78259305,0.290375653,0.100977012,FALSE,,0.298514636,0.178069033,0.298942898,0.028101047,0.299340197,0.048068404
318,gpm260a,607.21,6.34992393,0.041795694,5.238569569,0.072854951,8.807070186,0.066106929,62.95042735,62.44998307,63.45087163,7.452003091,6.725218133,8.257330687,59.42260442,58.76634489,60.07886396,8.01032515,7.083036204,9.059011864,0.290375653,0.100977012,FALSE,,0.298514636,0.178069033,0.298942898,0.088193728,0.299340197,0.048068404
319,gpm820f,608.19,3.216994842,0.200188187,3.321888902,0.189959488,5.546935048,0.235634553,62.76923077,62.26328235,63.27517919,9.587306923,8.748279268,10.50680382,60.63278008,60.03628291,61.22927726,10.19259668,9.214393047,11.27464679,0.296691281,0.301662704,FALSE,,0.298514636,0.178069033,0.298942898,0.25256319,0.299340197,0.048068404
320,umc2237,616.91,1.283367825,0.526405257,2.917721531,0.232500997,3.76550138,0.438670924,61.29005059,60.76492611,61.81517507,11.5310273,10.58531344,12.56123321,60.29482072,59.6843616,60.90527984,12.30016607,11.20774994,13.49905969,0.296821765,0.301662704,FALSE,,0.298514636,0.178069033,0.298942898,0.25256319,0.299340197,0.132265843
321,umc2239,629.01,5.249030245,0.07247489,4.091137962,0.129306596,7.290439407,0.121313032,60.23715415,59.75636898,60.71793932,11.95967991,11.08936588,12.89829781,60.75378788,59.95313434,61.55444142,11.75440538,10.34102959,13.36095643,0.433852199,0.301662704,FALSE,,0.298951109,0.431199908,0.298942898,0.25256319,0.299340197,0.136612918
322,gpm192,630.33,1.323185724,0.516028717,1.701245275,0.42714889,2.984182298,0.560475935,60.93796993,60.36042347,61.51551638,7.159347759,6.387860857,8.024010146,62.97603486,62.41887651,63.53319321,6.586126437,5.825317155,7.446300397,0.433852199,0.301662704,FALSE,,0.298951109,0.431199908,0.298942898,0.25256319,0.299340197,0.047313042
323,gpm96,631.43,1.741762258,0.418582562,2.779210734,0.249173617,4.079844844,0.39530786,60.98168498,60.42665277,61.5367172,6.646355065,5.919873211,7.461990159,63.41176471,62.83305844,63.99047097,6.058736107,5.28416709,6.946843768,0.318010888,0.301662704,FALSE,,0.298951109,0.431199908,0.298942898,0.323383218,0.299340197,0.013904181
324,umc2238,636.71,2.240464346,0.32620405,3.676534653,0.159092843,4.833152907,0.304849386,60.04240283,59.46105382,60.62375184,7.781626294,6.98784227,8.665580224,61.98504673,61.44430739,62.52578607,7.193521714,6.439906523,8.035326981,0.296720159,0.301662704,FALSE,,0.305301889,0.431199908,0.298942898,0.369490794,0.299340197,0.013904181
325,IDP1656,637.8,4.575111773,0.101514271,5.581393912,0.061378421,7.292033708,0.121237167,60.33655395,59.79184576,60.88126213,12.33854479,11.35264321,13.41006535,61.52190476,60.97316203,62.07064749,11.46064257,10.46824954,12.54711474,0.296720159,0.301662704,FALSE,,0.298951109,0.431199908,0.298942898,0.12106526,0.299340197,0.012315618
326,IDP716,639.93,4.579878108,0.101272634,5.593039077,0.061022079,7.304469543,0.120646913,59.35783366,58.77281102,59.9428563,11.38565593,10.36881943,12.50221028,61.47866419,60.93453199,62.0227964,10.8462308,9.896642756,11.8869323,0.296720159,0.301662704,FALSE,,0.298514636,0.268289063,0.298942898,0.12106526,0.299340197,0.010512844
327,csu374b,640.71,4.760622473,0.092521777,5.576437524,0.061530717,7.481088147,0.112546123,60.76190476,60.23109193,61.29271759,11.90133242,10.94078021,12.94621688,61.63492064,61.04518562,62.22465565,12.0239439,10.96156635,13.1892854,0.296691281,0.301662704,FALSE,,0.298514636,0.072948452,0.298942898,0.027867791,0.299340197,0.001722851
328,IDP198,644.4,4.793912655,0.09099449,5.608568157,0.060550105,7.534753072,0.110186557,60.12419355,59.57713079,60.67125631,11.08832773,10.16276583,12.09818409,61.70233463,61.14844933,62.25621993,10.28743848,9.348301183,11.32092221,0.296691281,0.161147336,FALSE,,0.298514636,0.072948452,0.298942898,0.005073299,0.299340197,0.001722851
329,bcd98a,647.91,4.686317631,0.096023837,4.49717686,0.105548108,6.872261128,0.142794598,60.70454546,60.15342267,61.25566824,9.894344803,9.02523441,10.84714863,60.88172043,60.36304983,61.40039103,8.983905161,8.156667515,9.895040075,0.296691281,0.032884229,TRUE,q6,0.298514636,0.013173871,0.298942898,0.000669914,0.299340197,0.001722851
330,umc1358,651.81,4.027875725,0.133462083,8.597551014,0.013585184,9.732791909,0.045177528,60.82415631,60.22630605,61.42200656,10.63302055,9.673857231,11.68728496,60.80919932,60.32557292,61.29282572,8.966803864,8.173889732,9.836635209,0.296691281,0.032884229,TRUE,q6,0.298514636,0.001882843,0.298942898,0.000669914,0.299340197,0.001722851
331,AY111834,655.11,4.083894348,0.129775769,8.925206076,0.011532305,10.14318313,0.038083628,60.14421252,59.50906989,60.77935516,9.268976466,8.346664123,10.29320498,62.04490501,61.56064373,62.52916629,7.693180097,6.96112062,8.502225897,0.290375653,0.004214001,TRUE,q6,0.298514636,0.000179906,0.298942898,0.000669914,0.299340197,0.001722851
332,bnlg1556,657.01,4.205325078,0.122130817,9.166288134,0.010222705,10.53584464,0.032306805,60.64440433,60.03559358,61.25321508,12.02182485,10.97676348,13.16638306,61.27586207,60.79976156,61.75196258,9.98624655,9.156550076,10.89112377,0.290375653,0.000422987,TRUE,q6,0.298514636,0.000179906,0.298942898,0.000669914,0.299340197,0.001722851
333,gpm420b,659.31,1.010369817,0.603393993,6.521692283,0.03835593,6.895237763,0.141529088,61.48006932,60.91819292,62.04194573,10.10418309,9.200893528,11.09615231,62.09619239,61.57188238,62.62050239,8.907230695,8.053935597,9.850930356,0.290375653,3.14171E-05,TRUE,q6,0.298514636,0.000179906,0.298942898,0.000669914,0.299340197,0.001722851
334,dmt103c,666.14,4.048204929,0.132112366,10.96236211,0.004164408,12.13417314,0.016380916,60.72093023,60.13676192,61.30509855,9.440415022,8.570750449,10.3983235,61.05972696,60.58371286,61.53574107,7.853447355,7.120638835,8.661671626,0.290375653,0.000183307,TRUE,q6,0.298514636,0.000179906,0.298942898,0.000669914,0.299340197,0.001722851
335,IDP243,667.72,4.077689708,0.130179,11.1250051,0.003839157,12.27592847,0.015413113,60.82495667,60.22197929,61.42793405,11.44974111,10.45110909,12.54379516,60.76190476,60.26631021,61.25749931,9.335663809,8.499675175,10.25387641,0.290375653,0.00117218,TRUE,q6,0.298514636,0.000179906,0.298942898,0.000669914,0.299340197,0.001722851
336,umc23a,668.61,4.939846746,0.084591341,11.36389502,0.003406917,13.12542715,0.010678921,60.09210526,59.48727848,60.69693204,11.98305784,10.92996735,13.13761246,60.17938931,59.67826248,60.68051615,9.964753386,9.082679017,10.93249138,0.290375653,0.007416154,TRUE,q6,0.298514636,0.000907235,0.298942898,0.000669914,0.299340197,0.001722851
337,IDP3873,674.22,1.133185797,0.567455528,8.447277429,0.014645258,9.189513173,0.056533226,61.51635112,60.91710905,62.11559319,12.34751674,11.30601683,13.48495867,60.0782241,59.53502215,60.62142606,10.21831123,9.2675401,11.26662342,0.290375653,0.007416154,TRUE,q6,0.298514636,0.00448564,0.298942898,0.000669914,0.299340197,0.001722851
338,gpm852,678.16,2.952074717,0.228541525,5.419869252,0.066541157,8.887021998,0.063986271,62.43237705,61.80349471,63.06125939,10.89230453,9.858582949,12.03441698,61.30484331,60.68851013,61.92117648,9.20877479,8.187285301,10.35771077,0.290375653,0.055377127,FALSE,,0.298514636,0.020826386,0.298942898,0.00268518,0.299340197,0.001722851
339,hmga102,682.49,5.458186426,0.065278457,6.593184841,0.037009064,8.29870473,0.081229125,61.22460658,60.71770046,61.7315127,10.79463229,9.939835688,11.72293888,60.15929204,59.56030257,60.7582815,10.30082501,9.29643992,11.41372362,0.290375653,0.295252483,FALSE,,0.298514636,0.020826386,0.298942898,0.01079924,0.299340197,0.001722851
340,gpm802,683.08,0.507276971,0.775972277,0.716156969,0.699018211,1.168477561,0.883260811,62.83187391,62.30647958,63.35726824,9.894755706,9.021862405,10.85210415,60.50492611,59.86758707,61.14226514,10.09982299,9.052069542,11.26885116,0.296691281,0.301662704,FALSE,,0.298514636,0.108030933,0.298942898,0.040689331,0.299340197,0.005984721
341,lim442,683.61,4.669022852,0.096857793,4.584057516,0.101061225,6.334890407,0.175495476,61.41654779,60.91836747,61.91472811,11.1835029,10.31670303,12.1231305,60.12731006,59.54987617,60.70474396,10.8281116,9.829169104,11.92857702,0.318010888,0.301662704,FALSE,,0.298514636,0.405963875,0.298942898,0.040689331,0.299340197,0.020543177
342,gpm440,687.81,1.936536839,0.37974002,2.812763732,0.245028226,3.7334461,0.443280083,62.803125,62.30843252,63.29781748,9.630224413,8.817490567,10.51787031,60.31234867,59.6760104,60.94868694,9.917511384,8.886605066,11.06800981,0.419609905,0.301662704,FALSE,,0.324861709,0.431199908,0.298942898,0.165851353,0.299340197,0.066703032
343,gpm415a,687.82,1.928852785,0.381201797,2.804961625,0.245985961,3.720282375,0.445182843,62.70915033,62.20429014,63.21401052,10.32459195,9.460539209,11.26756062,60.64846416,59.89463356,61.40229477,10.64073753,9.378092305,12.07338246,0.454212182,0.301662704,FALSE,,0.325398776,0.431199908,0.298942898,0.501630488,0.299340197,0.066703032
344,gpm63a,687.83,1.929716991,0.381037114,2.805390408,0.24593323,3.721032771,0.445074221,61.43974961,60.95248257,61.92701665,10.79195921,9.92761577,11.73155632,61.42948718,60.6833293,62.17564506,11.50681378,10.21103344,12.96702866,0.354053336,0.301662704,FALSE,,0.325398776,0.431199908,0.316470871,0.53670877,0.299340197,0.228227779
345,IDP856,691.85,4.780489467,0.091607262,4.601228379,0.100197285,6.457662157,0.167477634,61.54558611,61.04194178,62.04923043,11.65500737,10.75887239,12.62578381,59.86813187,59.2625243,60.47373944,11.38595299,10.31692986,12.56574653,0.354053336,0.301662704,FALSE,,0.363391111,0.431199908,0.333803124,0.53670877,0.299340197,0.58355853
346,mmp173,692.03,4.241432918,0.119945662,4.771648151,0.092013123,6.112115236,0.190930432,61.42347697,60.91139404,61.9355599,11.0021313,10.12455179,11.95577797,60.84988453,60.23397966,61.46578939,10.64186528,9.594237162,11.80388754,0.308734509,0.301662704,FALSE,,0.325398776,0.431199908,0.333803124,0.53670877,0.316523673,0.622646398
347,php20661,698.33,4.827561442,0.089476369,5.149994457,0.076154034,7.042075576,0.13368136,60.75302245,60.18924894,61.31679597,10.5240162,9.598524045,11.53874456,60.84148728,60.32168433,61.36129023,9.243620023,8.380851846,10.19520601,0.308734509,0.301662704,FALSE,,0.363391111,0.431199908,0.333803124,0.53670877,0.316523673,0.622646398
348,bnlg1025,698.93,4.831722766,0.089290393,5.181387911,0.074967998,7.066565785,0.132412065,61.82666667,61.26235615,62.39097718,11.90348879,10.91658927,12.97960763,60.19230769,59.65053731,60.73407807,10.70675871,9.756246889,11.74987507,0.296821765,0.301662704,FALSE,,0.325398776,0.431199908,0.322379443,0.53670877,0.329122395,0.622646398
349,IDP644,698.96,4.838001853,0.089010501,5.245003494,0.072620956,7.089109271,0.131253475,61.64671533,61.13836716,62.1550635,12.11491272,11.19176091,13.11421066,59.73969631,59.14342885,60.33596377,11.67360281,10.59852714,12.85773021,0.308734509,0.301662704,FALSE,,0.305732769,0.431199908,0.322379443,0.53670877,0.350105748,0.622646398
350,bcd207a,701.93,3.190360185,0.20287199,4.564447541,0.102057003,5.303137199,0.257583389,60.91414944,60.38527791,61.44302098,7.494955768,6.766072894,8.302358375,61.04268293,60.46344316,61.6219227,7.311149752,6.512481421,8.207764022,0.296821765,0.301662704,FALSE,,0.301991663,0.431199908,0.322379443,0.53670877,0.330770344,0.622646398
351,AY110356,704.83,5.07690398,0.07898858,4.610892346,0.099714301,6.583760434,0.159588716,60.71043166,60.14157943,61.27928388,9.926486443,9.018651686,10.92570559,61.07563025,60.55565861,61.59560189,9.447287837,8.610759736,10.36508394,0.296821765,0.301662704,FALSE,,0.301991663,0.431199908,0.318900122,0.53670877,0.330770344,0.622646398
352,umc1128,709.93,0.593512429,0.743225178,2.086388942,0.352327383,2.411281906,0.660589405,61.47642276,60.93888805,62.01395748,11.53322752,10.58924629,12.56136021,61.36483517,60.77106293,61.95860741,10.98922574,9.950639187,12.13621356,0.314559586,0.301662704,FALSE,,0.311232511,0.431199908,0.308317859,0.53670877,0.3190268,0.622646398
353,IDP640,714.62,5.601819432,0.060754768,4.332422692,0.114611017,6.906489713,0.140913107,61.44134897,60.94575292,61.93694502,11.25465158,10.37920915,12.20393388,59.93141593,59.29814144,60.56469042,11.68270357,10.57657169,12.90451829,0.314559586,0.301662704,FALSE,,0.316141479,0.431199908,0.308317859,0.53670877,0.312254041,0.622646398
354,IDP2492,715.86,4.941121093,0.084537459,4.717943556,0.094517358,6.632599413,0.156624944,61.28307692,60.76311045,61.80304339,11.72710074,10.80033903,12.73338656,60.35080645,59.76876145,60.93285146,11.47928033,10.44685628,12.61373502,0.311082439,0.301662704,FALSE,,0.316141479,0.431199908,0.308317859,0.53670877,0.304533242,0.622646398
355,bcd386a,716.23,4.421070185,0.109641964,4.494237456,0.105703346,6.010654364,0.198354011,61.42356688,60.89849613,61.94863763,13.77221963,12.7338096,14.89530938,59.67973856,59.07066787,60.28880926,13.65572925,12.45924901,14.96710927,0.311082439,0.301662704,FALSE,,0.316141479,0.431199908,0.308317859,0.53670877,0.304533242,0.622646398
356,bnlg1564,716.93,4.430705483,0.109115018,4.526772974,0.103997701,6.049290342,0.195497357,61.32644018,60.82051428,61.83236608,11.78650532,10.87723193,12.77178867,60.30724071,59.74040798,60.87407343,11.48597482,10.47214229,12.59795884,0.296821765,0.301662704,FALSE,,0.303609045,0.431199908,0.308317859,0.53670877,0.304533242,0.622646398
